edge_id	edge_type	canonical_node_ids_json	raw_node_ids_json	role_map_json	question_id	category	prompt_template_id	source_edge_id	supporting_edge_type	accepted_taxon_key	source_group	source_id	source_record_id	access_date	license	provenance_pointer	allowed_evidence_scope	caveats	confidence	source_reliability	pending_crosswalk	inferred_flag
track6:adversarial_probe_edge:t6_ghost_partner_reasoning_26ae2e2b87b2	adversarial_probe_edge	"[""probe_question:t6_ghost_partner_reasoning_26ae2e2b87b2"", ""probe_ground_truth:t6_ghost_partner_reasoning_26ae2e2b87b2"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_ghost_partner_reasoning_26ae2e2b87b2"", ""probe_ground_truth:t6_ghost_partner_reasoning_26ae2e2b87b2"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""ghost_partner_reasoning"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_ghost_partner_reasoning_26ae2e2b87b2"", ""probe_question"": ""probe_question:t6_ghost_partner_reasoning_26ae2e2b87b2"", ""prompt_template"": ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""AnachronismCanon:edge:Maclura_pomifera::Mammut_americanum::Janzen&Martin1982""}"	t6_ghost_partner_reasoning_26ae2e2b87b2	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	AnachronismCanon:edge:Maclura_pomifera::Mammut_americanum::Janzen&Martin1982	anachronism_candidate_edge		paleobotany_sources	AnachronismCanon:edge:Maclura_pomifera::Mammut_americanum::Janzen&Martin1982	AnachronismCanon:edge:Maclura_pomifera::Mammut_americanum::Janzen&Martin1982	2026-05-17	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	Canonical anachronism literature: Janzen D.H., Martin P.S.	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_ghost_partner_reasoning_319866fdec3c	adversarial_probe_edge	"[""probe_question:t6_ghost_partner_reasoning_319866fdec3c"", ""probe_ground_truth:t6_ghost_partner_reasoning_319866fdec3c"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_ghost_partner_reasoning_319866fdec3c"", ""probe_ground_truth:t6_ghost_partner_reasoning_319866fdec3c"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""ghost_partner_reasoning"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_ghost_partner_reasoning_319866fdec3c"", ""probe_question"": ""probe_question:t6_ghost_partner_reasoning_319866fdec3c"", ""prompt_template"": ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""AnachronismCanon:edge:Enterolobium_cyclocarpum::Cuvieronius_tropicus::Janzen&Martin1982""}"	t6_ghost_partner_reasoning_319866fdec3c	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	AnachronismCanon:edge:Enterolobium_cyclocarpum::Cuvieronius_tropicus::Janzen&Martin1982	anachronism_candidate_edge		paleobotany_sources	AnachronismCanon:edge:Enterolobium_cyclocarpum::Cuvieronius_tropicus::Janzen&Martin1982	AnachronismCanon:edge:Enterolobium_cyclocarpum::Cuvieronius_tropicus::Janzen&Martin1982	2026-05-17	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	Canonical anachronism literature: Janzen D.H., Martin P.S.	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_ghost_partner_reasoning_4fc2367ed8a1	adversarial_probe_edge	"[""probe_question:t6_ghost_partner_reasoning_4fc2367ed8a1"", ""probe_ground_truth:t6_ghost_partner_reasoning_4fc2367ed8a1"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_ghost_partner_reasoning_4fc2367ed8a1"", ""probe_ground_truth:t6_ghost_partner_reasoning_4fc2367ed8a1"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""ghost_partner_reasoning"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_ghost_partner_reasoning_4fc2367ed8a1"", ""probe_question"": ""probe_question:t6_ghost_partner_reasoning_4fc2367ed8a1"", ""prompt_template"": ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""AnachronismCanon:edge:Gymnocladus_dioicus::Mammut_americanum::Barlow2000""}"	t6_ghost_partner_reasoning_4fc2367ed8a1	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	AnachronismCanon:edge:Gymnocladus_dioicus::Mammut_americanum::Barlow2000	anachronism_candidate_edge		paleobotany_sources	AnachronismCanon:edge:Gymnocladus_dioicus::Mammut_americanum::Barlow2000	AnachronismCanon:edge:Gymnocladus_dioicus::Mammut_americanum::Barlow2000	2026-05-17	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	Canonical anachronism literature: Barlow C.	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_ghost_partner_reasoning_53e1b7317cf7	adversarial_probe_edge	"[""probe_question:t6_ghost_partner_reasoning_53e1b7317cf7"", ""probe_ground_truth:t6_ghost_partner_reasoning_53e1b7317cf7"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_ghost_partner_reasoning_53e1b7317cf7"", ""probe_ground_truth:t6_ghost_partner_reasoning_53e1b7317cf7"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""ghost_partner_reasoning"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_ghost_partner_reasoning_53e1b7317cf7"", ""probe_question"": ""probe_question:t6_ghost_partner_reasoning_53e1b7317cf7"", ""prompt_template"": ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""AnachronismCanon:edge:Cassia_grandis::Cuvieronius_tropicus::Janzen&Martin1982""}"	t6_ghost_partner_reasoning_53e1b7317cf7	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	AnachronismCanon:edge:Cassia_grandis::Cuvieronius_tropicus::Janzen&Martin1982	anachronism_candidate_edge		paleobotany_sources	AnachronismCanon:edge:Cassia_grandis::Cuvieronius_tropicus::Janzen&Martin1982	AnachronismCanon:edge:Cassia_grandis::Cuvieronius_tropicus::Janzen&Martin1982	2026-05-17	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	Canonical anachronism literature: Janzen D.H., Martin P.S.	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_ghost_partner_reasoning_5e63cc7f0454	adversarial_probe_edge	"[""probe_question:t6_ghost_partner_reasoning_5e63cc7f0454"", ""probe_ground_truth:t6_ghost_partner_reasoning_5e63cc7f0454"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_ghost_partner_reasoning_5e63cc7f0454"", ""probe_ground_truth:t6_ghost_partner_reasoning_5e63cc7f0454"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""ghost_partner_reasoning"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_ghost_partner_reasoning_5e63cc7f0454"", ""probe_question"": ""probe_question:t6_ghost_partner_reasoning_5e63cc7f0454"", ""prompt_template"": ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""AnachronismCanon:edge:Spondias_mombin::Notiomastodon_platensis::Guimaraes2008""}"	t6_ghost_partner_reasoning_5e63cc7f0454	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	AnachronismCanon:edge:Spondias_mombin::Notiomastodon_platensis::Guimaraes2008	anachronism_candidate_edge		paleobotany_sources	AnachronismCanon:edge:Spondias_mombin::Notiomastodon_platensis::Guimaraes2008	AnachronismCanon:edge:Spondias_mombin::Notiomastodon_platensis::Guimaraes2008	2026-05-17	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	Canonical anachronism literature: Guimarães P.R. Jr. et al.	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_ghost_partner_reasoning_7e0a5f4475f6	adversarial_probe_edge	"[""probe_question:t6_ghost_partner_reasoning_7e0a5f4475f6"", ""probe_ground_truth:t6_ghost_partner_reasoning_7e0a5f4475f6"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_ghost_partner_reasoning_7e0a5f4475f6"", ""probe_ground_truth:t6_ghost_partner_reasoning_7e0a5f4475f6"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""ghost_partner_reasoning"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_ghost_partner_reasoning_7e0a5f4475f6"", ""probe_question"": ""probe_question:t6_ghost_partner_reasoning_7e0a5f4475f6"", ""prompt_template"": ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""AnachronismCanon:edge:Crescentia_cujete::Cuvieronius_tropicus::Janzen&Martin1982""}"	t6_ghost_partner_reasoning_7e0a5f4475f6	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	AnachronismCanon:edge:Crescentia_cujete::Cuvieronius_tropicus::Janzen&Martin1982	anachronism_candidate_edge		paleobotany_sources	AnachronismCanon:edge:Crescentia_cujete::Cuvieronius_tropicus::Janzen&Martin1982	AnachronismCanon:edge:Crescentia_cujete::Cuvieronius_tropicus::Janzen&Martin1982	2026-05-17	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	Canonical anachronism literature: Janzen D.H., Martin P.S.	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_ghost_partner_reasoning_97e671c3a203	adversarial_probe_edge	"[""probe_question:t6_ghost_partner_reasoning_97e671c3a203"", ""probe_ground_truth:t6_ghost_partner_reasoning_97e671c3a203"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_ghost_partner_reasoning_97e671c3a203"", ""probe_ground_truth:t6_ghost_partner_reasoning_97e671c3a203"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""ghost_partner_reasoning"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_ghost_partner_reasoning_97e671c3a203"", ""probe_question"": ""probe_question:t6_ghost_partner_reasoning_97e671c3a203"", ""prompt_template"": ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""AnachronismCanon:edge:Hymenaea_courbaril::Notiomastodon_platensis::Janzen&Martin1982""}"	t6_ghost_partner_reasoning_97e671c3a203	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	AnachronismCanon:edge:Hymenaea_courbaril::Notiomastodon_platensis::Janzen&Martin1982	anachronism_candidate_edge		paleobotany_sources	AnachronismCanon:edge:Hymenaea_courbaril::Notiomastodon_platensis::Janzen&Martin1982	AnachronismCanon:edge:Hymenaea_courbaril::Notiomastodon_platensis::Janzen&Martin1982	2026-05-17	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	Canonical anachronism literature: Janzen D.H., Martin P.S.	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_ghost_partner_reasoning_9e9d3dda0035	adversarial_probe_edge	"[""probe_question:t6_ghost_partner_reasoning_9e9d3dda0035"", ""probe_ground_truth:t6_ghost_partner_reasoning_9e9d3dda0035"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_ghost_partner_reasoning_9e9d3dda0035"", ""probe_ground_truth:t6_ghost_partner_reasoning_9e9d3dda0035"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""ghost_partner_reasoning"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_ghost_partner_reasoning_9e9d3dda0035"", ""probe_question"": ""probe_question:t6_ghost_partner_reasoning_9e9d3dda0035"", ""prompt_template"": ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""AnachronismCanon:edge:Crescentia_alata::Cuvieronius_tropicus::Janzen&Martin1982""}"	t6_ghost_partner_reasoning_9e9d3dda0035	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	AnachronismCanon:edge:Crescentia_alata::Cuvieronius_tropicus::Janzen&Martin1982	anachronism_candidate_edge		paleobotany_sources	AnachronismCanon:edge:Crescentia_alata::Cuvieronius_tropicus::Janzen&Martin1982	AnachronismCanon:edge:Crescentia_alata::Cuvieronius_tropicus::Janzen&Martin1982	2026-05-17	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	Canonical anachronism literature: Janzen D.H., Martin P.S.	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_ghost_partner_reasoning_9eeb292ef947	adversarial_probe_edge	"[""probe_question:t6_ghost_partner_reasoning_9eeb292ef947"", ""probe_ground_truth:t6_ghost_partner_reasoning_9eeb292ef947"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_ghost_partner_reasoning_9eeb292ef947"", ""probe_ground_truth:t6_ghost_partner_reasoning_9eeb292ef947"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""ghost_partner_reasoning"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_ghost_partner_reasoning_9eeb292ef947"", ""probe_question"": ""probe_question:t6_ghost_partner_reasoning_9eeb292ef947"", ""prompt_template"": ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""AnachronismCanon:edge:Mauritia_flexuosa::Notiomastodon_platensis::Guimaraes2008""}"	t6_ghost_partner_reasoning_9eeb292ef947	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	AnachronismCanon:edge:Mauritia_flexuosa::Notiomastodon_platensis::Guimaraes2008	anachronism_candidate_edge		paleobotany_sources	AnachronismCanon:edge:Mauritia_flexuosa::Notiomastodon_platensis::Guimaraes2008	AnachronismCanon:edge:Mauritia_flexuosa::Notiomastodon_platensis::Guimaraes2008	2026-05-17	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	Canonical anachronism literature: Guimarães P.R. Jr. et al.	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_ghost_partner_reasoning_a3cb6ea0dab0	adversarial_probe_edge	"[""probe_question:t6_ghost_partner_reasoning_a3cb6ea0dab0"", ""probe_ground_truth:t6_ghost_partner_reasoning_a3cb6ea0dab0"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_ghost_partner_reasoning_a3cb6ea0dab0"", ""probe_ground_truth:t6_ghost_partner_reasoning_a3cb6ea0dab0"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""ghost_partner_reasoning"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_ghost_partner_reasoning_a3cb6ea0dab0"", ""probe_question"": ""probe_question:t6_ghost_partner_reasoning_a3cb6ea0dab0"", ""prompt_template"": ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""AnachronismCanon:edge:Annona_muricata::Notiomastodon_platensis::Guimaraes2008""}"	t6_ghost_partner_reasoning_a3cb6ea0dab0	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	AnachronismCanon:edge:Annona_muricata::Notiomastodon_platensis::Guimaraes2008	anachronism_candidate_edge	wfo:wfo-0000537848-2025-12	paleobotany_sources	AnachronismCanon:edge:Annona_muricata::Notiomastodon_platensis::Guimaraes2008	AnachronismCanon:edge:Annona_muricata::Notiomastodon_platensis::Guimaraes2008	2026-05-17	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	Canonical anachronism literature: Guimarães P.R. Jr. et al.	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_ghost_partner_reasoning_ab305f348e25	adversarial_probe_edge	"[""probe_question:t6_ghost_partner_reasoning_ab305f348e25"", ""probe_ground_truth:t6_ghost_partner_reasoning_ab305f348e25"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_ghost_partner_reasoning_ab305f348e25"", ""probe_ground_truth:t6_ghost_partner_reasoning_ab305f348e25"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""ghost_partner_reasoning"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_ghost_partner_reasoning_ab305f348e25"", ""probe_question"": ""probe_question:t6_ghost_partner_reasoning_ab305f348e25"", ""prompt_template"": ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""AnachronismCanon:edge:Gleditsia_triacanthos::Mammut_americanum::Janzen&Martin1982""}"	t6_ghost_partner_reasoning_ab305f348e25	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	AnachronismCanon:edge:Gleditsia_triacanthos::Mammut_americanum::Janzen&Martin1982	anachronism_candidate_edge		paleobotany_sources	AnachronismCanon:edge:Gleditsia_triacanthos::Mammut_americanum::Janzen&Martin1982	AnachronismCanon:edge:Gleditsia_triacanthos::Mammut_americanum::Janzen&Martin1982	2026-05-17	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	Canonical anachronism literature: Janzen D.H., Martin P.S.	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_ghost_partner_reasoning_abfd606d8d56	adversarial_probe_edge	"[""probe_question:t6_ghost_partner_reasoning_abfd606d8d56"", ""probe_ground_truth:t6_ghost_partner_reasoning_abfd606d8d56"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_ghost_partner_reasoning_abfd606d8d56"", ""probe_ground_truth:t6_ghost_partner_reasoning_abfd606d8d56"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""ghost_partner_reasoning"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_ghost_partner_reasoning_abfd606d8d56"", ""probe_question"": ""probe_question:t6_ghost_partner_reasoning_abfd606d8d56"", ""prompt_template"": ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""AnachronismCanon:edge:Pithecellobium_dulce::Cuvieronius_tropicus::Guimaraes2008""}"	t6_ghost_partner_reasoning_abfd606d8d56	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	AnachronismCanon:edge:Pithecellobium_dulce::Cuvieronius_tropicus::Guimaraes2008	anachronism_candidate_edge		paleobotany_sources	AnachronismCanon:edge:Pithecellobium_dulce::Cuvieronius_tropicus::Guimaraes2008	AnachronismCanon:edge:Pithecellobium_dulce::Cuvieronius_tropicus::Guimaraes2008	2026-05-17	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	Canonical anachronism literature: Guimarães P.R. Jr. et al.	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_ghost_partner_reasoning_ac4f852fa3da	adversarial_probe_edge	"[""probe_question:t6_ghost_partner_reasoning_ac4f852fa3da"", ""probe_ground_truth:t6_ghost_partner_reasoning_ac4f852fa3da"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_ghost_partner_reasoning_ac4f852fa3da"", ""probe_ground_truth:t6_ghost_partner_reasoning_ac4f852fa3da"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""ghost_partner_reasoning"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_ghost_partner_reasoning_ac4f852fa3da"", ""probe_question"": ""probe_question:t6_ghost_partner_reasoning_ac4f852fa3da"", ""prompt_template"": ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""AnachronismCanon:edge:Pseudopanax_crassifolius::Dinornis_robustus::Greenwood&Atkinson1977""}"	t6_ghost_partner_reasoning_ac4f852fa3da	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	AnachronismCanon:edge:Pseudopanax_crassifolius::Dinornis_robustus::Greenwood&Atkinson1977	anachronism_candidate_edge		paleobotany_sources	AnachronismCanon:edge:Pseudopanax_crassifolius::Dinornis_robustus::Greenwood&Atkinson1977	AnachronismCanon:edge:Pseudopanax_crassifolius::Dinornis_robustus::Greenwood&Atkinson1977	2026-05-17	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	Canonical anachronism literature: Greenwood R.M., Atkinson I.A.E.	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
track6:adversarial_probe_edge:t6_ghost_partner_reasoning_ac636b3e5bfd	adversarial_probe_edge	"[""probe_question:t6_ghost_partner_reasoning_ac636b3e5bfd"", ""probe_ground_truth:t6_ghost_partner_reasoning_ac636b3e5bfd"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"[""probe_question:t6_ghost_partner_reasoning_ac636b3e5bfd"", ""probe_ground_truth:t6_ghost_partner_reasoning_ac636b3e5bfd"", ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""foundation_model_response:offline_unrun""]"	"{""error_class_label"": ""ghost_partner_reasoning"", ""foundation_model_response"": [""foundation_model_response:offline_unrun""], ""probe_ground_truth"": ""probe_ground_truth:t6_ghost_partner_reasoning_ac636b3e5bfd"", ""probe_question"": ""probe_question:t6_ghost_partner_reasoning_ac636b3e5bfd"", ""prompt_template"": ""prompt_template:track6_offline_ghost_partner_reasoning_v1"", ""scoring_rule"": ""track6_offline_required_forbidden_terms_v1"", ""supporting_substrate_edge"": ""AnachronismCanon:edge:Bertholletia_excelsa::Megatherium_americanum::Hansen&Galetti2009""}"	t6_ghost_partner_reasoning_ac636b3e5bfd	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	AnachronismCanon:edge:Bertholletia_excelsa::Megatherium_americanum::Hansen&Galetti2009	anachronism_candidate_edge	wfo:wfo-0000775013-2025-12	paleobotany_sources	AnachronismCanon:edge:Bertholletia_excelsa::Megatherium_americanum::Hansen&Galetti2009	AnachronismCanon:edge:Bertholletia_excelsa::Megatherium_americanum::Hansen&Galetti2009	2026-05-17	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	Canonical anachronism literature: Hansen D.M., Galetti M.	offline probe ground truth derived from cited substrate edge; model-response placeholder is unrun	No paid, key-gated, remote, or live provider call has been made. foundation_model_response:offline_unrun is a placeholder for schema-shaped offline ground truth only.	0.8	0.8	False	False
