trace_id,workload_class,time_step,event_type,object_id,object_class,validation_gate_ids,validation_decision,failed_gate_ids,raw_reuse_credit,validation_overhead,safe_reuse_credit,unsafe_positive_credit,evidence_label
trace-v2-rag,RAG,33,object_access,rag:retrieved_context:1,retrieved context,provenance_presence; source_freshness; pointer_recoverability,denied_reuse,provenance_presence; pointer_recoverability,5.911111,0.2251,0.0,false,synthetic_enforcement
trace-v2-rag,RAG,38,object_access,rag:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.096,3.054,false,synthetic_enforcement
trace-v2-rag,RAG,38,object_access,rag:KV_cache:1,KV cache,tenant_isolation; cache_salt_isolation,safe_reuse,,0.366667,0.1064,0.260267,false,synthetic_enforcement
trace-v2-rag,RAG,43,object_access,rag:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.116,3.034,false,synthetic_enforcement
trace-v2-rag,RAG,48,object_access,rag:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.126,3.024,false,synthetic_enforcement
trace-v2-rag,RAG,48,object_access,rag:prefix_cache:1,prefix cache,source_freshness; tenant_isolation; cache_salt_isolation,safe_reuse,,5.444444,0.1548,5.289644,false,synthetic_enforcement
trace-v2-rag,RAG,48,object_access,rag:KV_cache:1,KV cache,tenant_isolation; cache_salt_isolation,safe_reuse,,0.366667,0.1464,0.220267,false,synthetic_enforcement
trace-v2-rag,RAG,48,object_access,rag:semantic_cache_entry:1,semantic cache entry,provenance_presence; source_freshness; tenant_isolation; cache_salt_isolation,denied_reuse,provenance_presence,5.6,0.1929,0.0,false,synthetic_enforcement
trace-v2-rag,RAG,48,object_access,rag:retrieved_context:1,retrieved context,provenance_presence; source_freshness; pointer_recoverability,denied_reuse,provenance_presence; pointer_recoverability,5.911111,0.1651,0.0,false,synthetic_enforcement
trace-v2-rag,RAG,53,object_access,rag:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.106,3.044,false,synthetic_enforcement
trace-v2-rag,RAG,58,object_access,rag:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.116,3.034,false,synthetic_enforcement
trace-v2-rag,RAG,58,object_access,rag:KV_cache:1,KV cache,tenant_isolation; cache_salt_isolation,safe_reuse,,0.366667,0.1264,0.240267,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,8,object_access,code-agent_loop:weights:1,weights,tenant_isolation,safe_reuse,,3.18,0.116,3.064,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,8,object_access,code-agent_loop:KV_cache:1,KV cache,tenant_isolation; cache_salt_isolation,overhead_dominated_reuse,,0.186667,0.1264,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,13,object_access,code-agent_loop:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.156,2.994,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,18,object_access,code-agent_loop:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.136,3.014,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,18,object_access,code-agent_loop:prefix_cache:1,prefix cache,source_freshness; tenant_isolation; cache_salt_isolation,safe_reuse,,5.444444,0.1648,5.279644,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,18,object_access,code-agent_loop:KV_cache:1,KV cache,tenant_isolation; cache_salt_isolation,safe_reuse,,0.366667,0.1564,0.210267,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,23,object_access,code-agent_loop:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.096,3.054,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,28,object_access,code-agent_loop:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.146,3.004,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,28,object_access,code-agent_loop:KV_cache:1,KV cache,tenant_isolation; cache_salt_isolation,safe_reuse,,0.366667,0.1564,0.210267,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,28,object_access,code-agent_loop:branch_state:1,branch state,trajectory_lineage; replay_authorization,downgraded_reuse,trajectory_lineage,8.064444,0.2373,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,28,object_access,code-agent_loop:trajectory_log:1,trajectory log,provenance_presence; trajectory_lineage; replay_authorization,denied_reuse,provenance_presence; trajectory_lineage,6.417778,0.2647,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,28,object_access,code-agent_loop:branch_state:2,branch state,trajectory_lineage; replay_authorization,downgraded_reuse,trajectory_lineage,4.644444,0.2573,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,28,object_access,code-agent_loop:trajectory_log:2,trajectory log,provenance_presence; trajectory_lineage; replay_authorization,denied_reuse,provenance_presence; trajectory_lineage,2.098444,0.2847,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,28,object_access,code-agent_loop:tool_output:1,tool output,provenance_presence; trajectory_lineage; replay_authorization; pointer_recoverability,denied_reuse,provenance_presence; trajectory_lineage; pointer_recoverability,4.137778,0.2234,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,28,object_access,code-agent_loop:verifier_state:1,verifier state,trajectory_lineage; replay_authorization; verifier_evidence_binding,downgraded_reuse,trajectory_lineage,2.491111,0.385,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,30,verifier_result,code-agent_loop:verifier_state:1,verifier state,trajectory_lineage; replay_authorization; verifier_evidence_binding,safe_reuse,,2.491111,0.395,2.096111,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,31,workspace_write,code-agent_loop:durable_workspace:1,durable workspace,provenance_presence; retention_hold_compliance; pointer_recoverability,safe_reuse,,3.757778,0.3356,3.422178,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,33,object_access,code-agent_loop:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.146,3.004,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,33,object_access,code-agent_loop:prefix_cache:1,prefix cache,source_freshness; tenant_isolation; cache_salt_isolation,safe_reuse,,5.444444,0.1748,5.269644,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,38,object_access,code-agent_loop:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.146,3.004,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,38,object_access,code-agent_loop:KV_cache:1,KV cache,tenant_isolation; cache_salt_isolation,safe_reuse,,0.366667,0.1564,0.210267,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,42,verifier_result,code-agent_loop:verifier_state:2,verifier state,trajectory_lineage; replay_authorization; verifier_evidence_binding,safe_reuse,,2.491111,0.335,2.156111,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,43,workspace_write,code-agent_loop:durable_workspace:2,durable workspace,provenance_presence; retention_hold_compliance; pointer_recoverability,safe_reuse,,4.18,0.3358,3.8442,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,43,object_access,code-agent_loop:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.136,3.014,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,48,object_access,code-agent_loop:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.116,3.034,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,48,object_access,code-agent_loop:prefix_cache:1,prefix cache,source_freshness; tenant_isolation; cache_salt_isolation,safe_reuse,,5.444444,0.1448,5.299644,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,48,object_access,code-agent_loop:KV_cache:1,KV cache,tenant_isolation; cache_salt_isolation,safe_reuse,,0.366667,0.1364,0.230267,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,48,object_access,code-agent_loop:branch_state:1,branch state,trajectory_lineage; replay_authorization,downgraded_reuse,trajectory_lineage,10.344444,0.2873,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,48,object_access,code-agent_loop:trajectory_log:1,trajectory log,provenance_presence; trajectory_lineage; replay_authorization,denied_reuse,provenance_presence; trajectory_lineage,9.077778,0.3147,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,48,object_access,code-agent_loop:branch_state:2,branch state,trajectory_lineage; replay_authorization,downgraded_reuse,trajectory_lineage,10.344444,0.2373,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,48,object_access,code-agent_loop:trajectory_log:2,trajectory log,provenance_presence; trajectory_lineage; replay_authorization,denied_reuse,provenance_presence; trajectory_lineage,9.077778,0.2647,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,48,object_access,code-agent_loop:tool_output:1,tool output,provenance_presence; trajectory_lineage; replay_authorization; pointer_recoverability,denied_reuse,provenance_presence; trajectory_lineage; pointer_recoverability,5.444444,0.2034,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,48,object_access,code-agent_loop:tool_output:2,tool output,provenance_presence; trajectory_lineage; replay_authorization; pointer_recoverability,denied_reuse,provenance_presence; trajectory_lineage; pointer_recoverability,6.097778,0.2134,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,48,object_access,code-agent_loop:tool_output:3,tool output,provenance_presence; trajectory_lineage; replay_authorization; pointer_recoverability,denied_reuse,provenance_presence; trajectory_lineage; pointer_recoverability,2.457778,0.2234,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,48,object_access,code-agent_loop:verifier_state:1,verifier state,trajectory_lineage; replay_authorization; verifier_evidence_binding,downgraded_reuse,trajectory_lineage,9.711111,0.385,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,48,object_access,code-agent_loop:verifier_state:2,verifier state,trajectory_lineage; replay_authorization; verifier_evidence_binding,downgraded_reuse,trajectory_lineage,5.911111,0.395,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,48,object_access,code-agent_loop:durable_workspace:1,durable workspace,provenance_presence; retention_hold_compliance; pointer_recoverability,denied_reuse,provenance_presence; pointer_recoverability,9.837778,0.3056,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,48,object_access,code-agent_loop:durable_workspace:2,durable workspace,provenance_presence; retention_hold_compliance; pointer_recoverability,denied_reuse,provenance_presence; pointer_recoverability,5.277778,0.3156,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,53,object_access,code-agent_loop:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.116,3.034,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,55,workspace_write,code-agent_loop:durable_workspace:3,durable workspace,provenance_presence; retention_hold_compliance; pointer_recoverability,safe_reuse,,4.602222,0.356,4.246222,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,58,object_access,code-agent_loop:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.156,2.994,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,58,object_access,code-agent_loop:KV_cache:1,KV cache,tenant_isolation; cache_salt_isolation,safe_reuse,,0.366667,0.0964,0.270267,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,63,object_access,code-agent_loop:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.116,3.034,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,63,object_access,code-agent_loop:prefix_cache:1,prefix cache,source_freshness; tenant_isolation; cache_salt_isolation,safe_reuse,,5.444444,0.1448,5.299644,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,68,object_access,code-agent_loop:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.136,3.014,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,68,object_access,code-agent_loop:KV_cache:1,KV cache,tenant_isolation; cache_salt_isolation,safe_reuse,,0.366667,0.1464,0.220267,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,68,object_access,code-agent_loop:branch_state:1,branch state,trajectory_lineage; replay_authorization,downgraded_reuse,trajectory_lineage,10.344444,0.2973,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,68,object_access,code-agent_loop:trajectory_log:1,trajectory log,provenance_presence; trajectory_lineage; replay_authorization,denied_reuse,provenance_presence; trajectory_lineage,9.077778,0.2547,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,68,object_access,code-agent_loop:branch_state:2,branch state,trajectory_lineage; replay_authorization,downgraded_reuse,trajectory_lineage,10.344444,0.2473,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,68,object_access,code-agent_loop:trajectory_log:2,trajectory log,provenance_presence; trajectory_lineage; replay_authorization,denied_reuse,provenance_presence; trajectory_lineage,9.077778,0.2747,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,68,object_access,code-agent_loop:tool_output:1,tool output,provenance_presence; trajectory_lineage; replay_authorization; pointer_recoverability,denied_reuse,provenance_presence; trajectory_lineage; pointer_recoverability,7.777778,0.2134,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,68,object_access,code-agent_loop:tool_output:2,tool output,provenance_presence; trajectory_lineage; replay_authorization; pointer_recoverability,denied_reuse,provenance_presence; trajectory_lineage; pointer_recoverability,7.777778,0.2234,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,68,object_access,code-agent_loop:tool_output:3,tool output,provenance_presence; trajectory_lineage; replay_authorization; pointer_recoverability,denied_reuse,provenance_presence; trajectory_lineage; pointer_recoverability,7.777778,0.2334,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,68,object_access,code-agent_loop:verifier_state:1,verifier state,trajectory_lineage; replay_authorization; verifier_evidence_binding,downgraded_reuse,trajectory_lineage,9.711111,0.395,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,68,object_access,code-agent_loop:verifier_state:2,verifier state,trajectory_lineage; replay_authorization; verifier_evidence_binding,downgraded_reuse,trajectory_lineage,9.711111,0.335,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,68,object_access,code-agent_loop:durable_workspace:1,durable workspace,provenance_presence; retention_hold_compliance; pointer_recoverability,denied_reuse,provenance_presence; pointer_recoverability,10.977778,0.3156,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,68,object_access,code-agent_loop:durable_workspace:2,durable workspace,provenance_presence; retention_hold_compliance; pointer_recoverability,denied_reuse,provenance_presence; pointer_recoverability,10.977778,0.3256,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,68,object_access,code-agent_loop:durable_workspace:3,durable workspace,provenance_presence; retention_hold_compliance; pointer_recoverability,denied_reuse,provenance_presence; pointer_recoverability,8.317778,0.3356,0.0,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,69,branch_merge,,,,safe_reuse,,0.2,0.04,0.16,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,73,object_access,code-agent_loop:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.156,2.994,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,78,object_access,code-agent_loop:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.126,3.024,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,78,object_access,code-agent_loop:prefix_cache:1,prefix cache,source_freshness; tenant_isolation; cache_salt_isolation,safe_reuse,,5.444444,0.1548,5.289644,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,78,object_access,code-agent_loop:KV_cache:1,KV cache,tenant_isolation; cache_salt_isolation,safe_reuse,,0.366667,0.1464,0.220267,false,synthetic_enforcement
trace-v2-code-agent_loop,code-agent loop,83,object_access,code-agent_loop:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.156,2.994,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,8,object_access,verification-heavy:weights:1,weights,tenant_isolation,safe_reuse,,3.18,0.146,3.034,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,8,object_access,verification-heavy:KV_cache:1,KV cache,tenant_isolation; cache_salt_isolation,overhead_dominated_reuse,,0.186667,0.1564,0.0,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,13,object_access,verification-heavy:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.116,3.034,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,18,object_access,verification-heavy:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.096,3.054,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,18,object_access,verification-heavy:KV_cache:1,KV cache,tenant_isolation; cache_salt_isolation,safe_reuse,,0.366667,0.1064,0.260267,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,23,object_access,verification-heavy:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.116,3.034,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,28,object_access,verification-heavy:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.096,3.054,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,28,object_access,verification-heavy:KV_cache:1,KV cache,tenant_isolation; cache_salt_isolation,safe_reuse,,0.366667,0.1064,0.260267,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,28,object_access,verification-heavy:branch_state:1,branch state,trajectory_lineage; replay_authorization,downgraded_reuse,trajectory_lineage,8.064444,0.2573,0.0,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,28,object_access,verification-heavy:trajectory_log:1,trajectory log,provenance_presence; trajectory_lineage; replay_authorization,denied_reuse,provenance_presence; trajectory_lineage,6.417778,0.2847,0.0,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,28,object_access,verification-heavy:branch_state:2,branch state,trajectory_lineage; replay_authorization,downgraded_reuse,trajectory_lineage,4.644444,0.2773,0.0,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,28,object_access,verification-heavy:trajectory_log:2,trajectory log,provenance_presence; trajectory_lineage; replay_authorization,denied_reuse,provenance_presence; trajectory_lineage,2.997778,0.3047,0.0,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,28,object_access,verification-heavy:tool_output:1,tool output,provenance_presence; trajectory_lineage; replay_authorization; pointer_recoverability,denied_reuse,provenance_presence; trajectory_lineage; pointer_recoverability,4.137778,0.2434,0.0,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,28,object_access,verification-heavy:verifier_state:1,verifier state,trajectory_lineage; replay_authorization; verifier_evidence_binding,downgraded_reuse,trajectory_lineage,2.491111,0.335,0.0,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,30,verifier_result,verification-heavy:verifier_state:1,verifier state,trajectory_lineage; replay_authorization; verifier_evidence_binding,safe_reuse,,2.491111,0.355,2.136111,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,31,workspace_write,verification-heavy:tool_output:3,tool output,provenance_presence; trajectory_lineage; replay_authorization; pointer_recoverability,safe_reuse,,2.457778,0.1834,2.274378,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,33,object_access,verification-heavy:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.146,3.004,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,38,object_access,verification-heavy:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.136,3.014,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,38,object_access,verification-heavy:KV_cache:1,KV cache,tenant_isolation; cache_salt_isolation,safe_reuse,,0.366667,0.1464,0.220267,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,42,verifier_result,verification-heavy:verifier_state:2,verifier state,trajectory_lineage; replay_authorization; verifier_evidence_binding,safe_reuse,,1.743778,0.395,1.348778,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,43,object_access,verification-heavy:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.096,3.054,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,48,object_access,verification-heavy:weights:1,weights,tenant_isolation,safe_reuse,,3.15,0.126,3.024,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,48,object_access,verification-heavy:KV_cache:1,KV cache,tenant_isolation; cache_salt_isolation,safe_reuse,,0.366667,0.1364,0.230267,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,48,object_access,verification-heavy:branch_state:1,branch state,trajectory_lineage; replay_authorization,downgraded_reuse,trajectory_lineage,10.344444,0.2873,0.0,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,48,object_access,verification-heavy:trajectory_log:1,trajectory log,provenance_presence; trajectory_lineage; replay_authorization,denied_reuse,provenance_presence; trajectory_lineage,9.077778,0.3147,0.0,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,48,object_access,verification-heavy:branch_state:2,branch state,trajectory_lineage; replay_authorization,downgraded_reuse,trajectory_lineage,10.344444,0.2373,0.0,false,synthetic_enforcement
trace-v2-verification-heavy,verification-heavy,48,object_access,verification-heavy:trajectory_log:2,trajectory log,provenance_presence; trajectory_lineage; replay_authorization,denied_reuse,provenance_presence; trajectory_lineage,9.077778,0.2647,0.0,false,synthetic_enforcement
