trace_id,run_id,workload_class,time_step,event_type,object_id,object_class,size_units,tier,parent_object_id,trajectory_node_id,branch_id,provenance_id,reuse_distance,reuse_probability_hint,correctness_sensitive,recompute_cost_hint,loss_cost_hint,durability_horizon,verifier_id,merge_state,source_version,invalidation_signal,evidence_label,tenant_scope,cache_salt,actor_id,replay_authorization_scope,verifier_evidence_hash,retention_hold_state,pointer_valid,validation_gate_ids,validation_decision,validation_lookup_count,validation_queue_wait,validation_start_time,validation_end_time,raw_reuse_credit,evidence_label
trace-v2-single-turn_chat_control,single-turn_chat_control,single-turn chat control,8,object_access,single-turn_chat_control:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,4,0.75,false,6,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_control,995098f7a9b2996e,actor_chat,baseline_runtime,,not_required,true,tenant_isolation; cache_salt_isolation,not_reuse_candidate,2,0.03,8.001,8.0974,0.0,synthetic_trace_v3
trace-v2-single-turn_chat_control,single-turn_chat_control,single-turn chat control,10,object_update,single-turn_chat_control:intermediate_scratch:1,intermediate scratch,30,CPU DRAM,,,,,,,false,,,,,,synthetic_v2,,synthetic_trace_v3,tenant_control,be0a908987a18245,actor_chat,baseline_runtime,,not_required,true,tenant_isolation,not_reuse_candidate,1,0.04,10.001,10.0796,0.0,synthetic_trace_v3
trace-v2-single-turn_chat_control,single-turn_chat_control,single-turn chat control,13,object_access,single-turn_chat_control:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_control,0fac50137bb8e4cc,actor_chat,baseline_runtime,,not_required,true,tenant_isolation,not_reuse_candidate,1,0.05,13.001,13.097,0.0,synthetic_trace_v3
trace-v2-single-turn_chat_control,single-turn_chat_control,single-turn chat control,18,object_access,single-turn_chat_control:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_control,0fac50137bb8e4cc,actor_chat,baseline_runtime,,not_required,true,tenant_isolation,not_reuse_candidate,1,0.06,18.001,18.097,0.0,synthetic_trace_v3
trace-v2-single-turn_chat_control,single-turn_chat_control,single-turn chat control,18,object_access,single-turn_chat_control:prefix_cache:1,prefix cache,40,CPU DRAM,,,,,15,0.75,false,13,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_control,458b3fb06bcc4bbd,actor_chat,actor_chat,,not_required,false,source_freshness; tenant_isolation; cache_salt_isolation,not_reuse_candidate,3,0.0,18.001,18.1158,0.0,synthetic_trace_v3
trace-v2-single-turn_chat_control,single-turn_chat_control,single-turn chat control,18,object_access,single-turn_chat_control:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,10,0.75,false,6,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_control,995098f7a9b2996e,actor_chat,baseline_runtime,,not_required,true,tenant_isolation; cache_salt_isolation,not_reuse_candidate,2,0.01,18.001,18.0974,0.0,synthetic_trace_v3
trace-v2-single-turn_chat_control,single-turn_chat_control,single-turn chat control,23,object_access,single-turn_chat_control:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_control,0fac50137bb8e4cc,actor_chat,baseline_runtime,,not_required,true,tenant_isolation,not_reuse_candidate,1,0.02,23.001,23.097,0.0,synthetic_trace_v3
trace-v2-single-turn_chat_control,single-turn_chat_control,single-turn chat control,24,object_evict,single-turn_chat_control:weights:1,weights,900,HBM/GPU memory,,,,,,,false,,,,,,synthetic_v2,none,synthetic_trace_v3,tenant_control,0fac50137bb8e4cc,actor_chat,baseline_runtime,,not_required,true,tenant_isolation,not_reuse_candidate,1,0.03,24.001,24.097,0.0,synthetic_trace_v3
trace-v2-single-turn_chat_control,single-turn_chat_control,single-turn chat control,24,object_evict,single-turn_chat_control:prefix_cache:1,prefix cache,40,CPU DRAM,,,,,,,false,,,,,,synthetic_v2,none,synthetic_trace_v3,tenant_control,458b3fb06bcc4bbd,actor_chat,actor_chat,,not_required,false,source_freshness; tenant_isolation; cache_salt_isolation,not_reuse_candidate,3,0.04,24.001,24.1158,0.0,synthetic_trace_v3
trace-v2-single-turn_chat_control,single-turn_chat_control,single-turn chat control,24,object_evict,single-turn_chat_control:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,,,false,,,,,,synthetic_v2,none,synthetic_trace_v3,tenant_control,995098f7a9b2996e,actor_chat,baseline_runtime,,not_required,true,tenant_isolation; cache_salt_isolation,not_reuse_candidate,2,0.05,24.001,24.0974,0.0,synthetic_trace_v3
trace-v2-single-turn_chat_control,single-turn_chat_control,single-turn chat control,24,object_evict,single-turn_chat_control:intermediate_scratch:1,intermediate scratch,25,CPU DRAM,,,,,,,false,,,,,,synthetic_v2,none,synthetic_trace_v3,tenant_control,be0a908987a18245,actor_chat,baseline_runtime,,not_required,true,tenant_isolation,not_reuse_candidate,1,0.06,24.001,24.0795,0.0,synthetic_trace_v3
trace-v2-single-turn_chat_control,single-turn_chat_control,single-turn chat control,26,run_end,,,,,,,,,,,,,,,,,synthetic_v2,,synthetic_trace_v3,tenant_control,,actor_chat,actor_chat,,not_required,false,,not_reuse_candidate,0,0.0,,,0.0,synthetic_trace_v3
trace-v2-batch_summarization_offline_inference_control,batch_summarization_offline_inference_control,batch summarization/offline inference control,0,run_start,,,,,,,,,,,,,,,,,synthetic_v2,,synthetic_trace_v3,tenant_batch,,actor_batch,actor_batch,,not_required,false,,not_reuse_candidate,0,0.01,,,0.0,synthetic_trace_v3
trace-v2-batch_summarization_offline_inference_control,batch_summarization_offline_inference_control,batch summarization/offline inference control,1,object_create,batch_summarization_offline_inference_control:weights:1,weights,908,HBM/GPU memory,,,,,,0.72,false,300,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_batch,91ffcc9720b57e24,actor_batch,baseline_runtime,,not_required,true,tenant_isolation,not_reuse_candidate,1,0.02,1.001,1.09716,0.0,synthetic_trace_v3
trace-v2-batch_summarization_offline_inference_control,batch_summarization_offline_inference_control,batch summarization/offline inference control,2,object_place,batch_summarization_offline_inference_control:weights:1,weights,900,HBM/GPU memory,,,,,,,false,,,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_batch,91ffcc9720b57e24,actor_batch,baseline_runtime,,not_required,true,tenant_isolation,not_reuse_candidate,1,0.03,2.001,2.097,0.0,synthetic_trace_v3
trace-v2-batch_summarization_offline_inference_control,batch_summarization_offline_inference_control,batch summarization/offline inference control,3,object_create,batch_summarization_offline_inference_control:KV_cache:1,KV cache,31,HBM/GPU memory,,,,,,0.25,false,6,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_batch,e9cbd5da41a14729,actor_batch,baseline_runtime,,not_required,true,tenant_isolation; cache_salt_isolation,not_reuse_candidate,2,0.04,3.001,3.09762,0.0,synthetic_trace_v3
trace-v2-batch_summarization_offline_inference_control,batch_summarization_offline_inference_control,batch summarization/offline inference control,4,object_place,batch_summarization_offline_inference_control:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,,,false,,,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_batch,e9cbd5da41a14729,actor_batch,baseline_runtime,,not_required,true,tenant_isolation; cache_salt_isolation,not_reuse_candidate,2,0.05,4.001,4.0974,0.0,synthetic_trace_v3
trace-v2-batch_summarization_offline_inference_control,batch_summarization_offline_inference_control,batch summarization/offline inference control,4,object_create,batch_summarization_offline_inference_control:intermediate_scratch:1,intermediate scratch,27,CPU DRAM,,,,,,0.25,false,8,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_batch,6da59214ee4e6175,actor_batch,baseline_runtime,,not_required,true,tenant_isolation,not_reuse_candidate,1,0.06,4.001,4.07954,0.0,synthetic_trace_v3
trace-v2-batch_summarization_offline_inference_control,batch_summarization_offline_inference_control,batch summarization/offline inference control,5,object_place,batch_summarization_offline_inference_control:intermediate_scratch:1,intermediate scratch,25,CPU DRAM,,,,,,,false,,,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_batch,6da59214ee4e6175,actor_batch,baseline_runtime,,not_required,true,tenant_isolation,not_reuse_candidate,1,0.0,5.001,5.0795,0.0,synthetic_trace_v3
trace-v2-batch_summarization_offline_inference_control,batch_summarization_offline_inference_control,batch summarization/offline inference control,8,object_access,batch_summarization_offline_inference_control:weights:1,weights,900,HBM/GPU memory,,,,,6,0.75,false,300,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_batch,91ffcc9720b57e24,actor_batch,baseline_runtime,,not_required,true,tenant_isolation,not_reuse_candidate,1,0.01,8.001,8.097,0.0,synthetic_trace_v3
trace-v2-batch_summarization_offline_inference_control,batch_summarization_offline_inference_control,batch summarization/offline inference control,8,object_access,batch_summarization_offline_inference_control:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,4,0.75,false,6,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_batch,e9cbd5da41a14729,actor_batch,baseline_runtime,,not_required,true,tenant_isolation; cache_salt_isolation,not_reuse_candidate,2,0.02,8.001,8.0974,0.0,synthetic_trace_v3
trace-v2-batch_summarization_offline_inference_control,batch_summarization_offline_inference_control,batch summarization/offline inference control,10,object_update,batch_summarization_offline_inference_control:intermediate_scratch:1,intermediate scratch,30,CPU DRAM,,,,,,,false,,,,,,synthetic_v2,,synthetic_trace_v3,tenant_batch,6da59214ee4e6175,actor_batch,baseline_runtime,,not_required,true,tenant_isolation,not_reuse_candidate,1,0.03,10.001,10.0796,0.0,synthetic_trace_v3
trace-v2-batch_summarization_offline_inference_control,batch_summarization_offline_inference_control,batch summarization/offline inference control,13,object_access,batch_summarization_offline_inference_control:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_batch,91ffcc9720b57e24,actor_batch,baseline_runtime,,not_required,true,tenant_isolation,not_reuse_candidate,1,0.04,13.001,13.097,0.0,synthetic_trace_v3
trace-v2-batch_summarization_offline_inference_control,batch_summarization_offline_inference_control,batch summarization/offline inference control,18,object_access,batch_summarization_offline_inference_control:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_batch,91ffcc9720b57e24,actor_batch,baseline_runtime,,not_required,true,tenant_isolation,not_reuse_candidate,1,0.05,18.001,18.097,0.0,synthetic_trace_v3
trace-v2-batch_summarization_offline_inference_control,batch_summarization_offline_inference_control,batch summarization/offline inference control,18,object_access,batch_summarization_offline_inference_control:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,10,0.75,false,6,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_batch,e9cbd5da41a14729,actor_batch,baseline_runtime,,not_required,true,tenant_isolation; cache_salt_isolation,not_reuse_candidate,2,0.06,18.001,18.0974,0.0,synthetic_trace_v3
trace-v2-batch_summarization_offline_inference_control,batch_summarization_offline_inference_control,batch summarization/offline inference control,23,object_access,batch_summarization_offline_inference_control:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_batch,91ffcc9720b57e24,actor_batch,baseline_runtime,,not_required,true,tenant_isolation,not_reuse_candidate,1,0.0,23.001,23.097,0.0,synthetic_trace_v3
trace-v2-batch_summarization_offline_inference_control,batch_summarization_offline_inference_control,batch summarization/offline inference control,28,object_access,batch_summarization_offline_inference_control:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_batch,91ffcc9720b57e24,actor_batch,baseline_runtime,,not_required,true,tenant_isolation,not_reuse_candidate,1,0.01,28.001,28.097,0.0,synthetic_trace_v3
trace-v2-batch_summarization_offline_inference_control,batch_summarization_offline_inference_control,batch summarization/offline inference control,28,object_access,batch_summarization_offline_inference_control:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,10,0.75,false,6,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_batch,e9cbd5da41a14729,actor_batch,baseline_runtime,,not_required,true,tenant_isolation; cache_salt_isolation,not_reuse_candidate,2,0.02,28.001,28.0974,0.0,synthetic_trace_v3
trace-v2-batch_summarization_offline_inference_control,batch_summarization_offline_inference_control,batch summarization/offline inference control,33,object_access,batch_summarization_offline_inference_control:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_batch,91ffcc9720b57e24,actor_batch,baseline_runtime,,not_required,true,tenant_isolation,not_reuse_candidate,1,0.03,33.001,33.097,0.0,synthetic_trace_v3
trace-v2-batch_summarization_offline_inference_control,batch_summarization_offline_inference_control,batch summarization/offline inference control,38,object_access,batch_summarization_offline_inference_control:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_batch,91ffcc9720b57e24,actor_batch,baseline_runtime,,not_required,true,tenant_isolation,not_reuse_candidate,1,0.04,38.001,38.097,0.0,synthetic_trace_v3
trace-v2-batch_summarization_offline_inference_control,batch_summarization_offline_inference_control,batch summarization/offline inference control,38,object_access,batch_summarization_offline_inference_control:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,10,0.75,false,6,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_batch,e9cbd5da41a14729,actor_batch,baseline_runtime,,not_required,true,tenant_isolation; cache_salt_isolation,not_reuse_candidate,2,0.05,38.001,38.0974,0.0,synthetic_trace_v3
trace-v2-batch_summarization_offline_inference_control,batch_summarization_offline_inference_control,batch summarization/offline inference control,38,object_evict,batch_summarization_offline_inference_control:weights:1,weights,900,HBM/GPU memory,,,,,,,false,,,,,,synthetic_v2,none,synthetic_trace_v3,tenant_batch,91ffcc9720b57e24,actor_batch,baseline_runtime,,not_required,true,tenant_isolation,not_reuse_candidate,1,0.06,38.001,38.097,0.0,synthetic_trace_v3
trace-v2-batch_summarization_offline_inference_control,batch_summarization_offline_inference_control,batch summarization/offline inference control,38,object_evict,batch_summarization_offline_inference_control:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,,,false,,,,,,synthetic_v2,none,synthetic_trace_v3,tenant_batch,e9cbd5da41a14729,actor_batch,baseline_runtime,,not_required,true,tenant_isolation; cache_salt_isolation,not_reuse_candidate,2,0.0,38.001,38.0974,0.0,synthetic_trace_v3
trace-v2-batch_summarization_offline_inference_control,batch_summarization_offline_inference_control,batch summarization/offline inference control,38,object_evict,batch_summarization_offline_inference_control:intermediate_scratch:1,intermediate scratch,25,CPU DRAM,,,,,,,false,,,,,,synthetic_v2,none,synthetic_trace_v3,tenant_batch,6da59214ee4e6175,actor_batch,baseline_runtime,,not_required,true,tenant_isolation,not_reuse_candidate,1,0.01,38.001,38.0795,0.0,synthetic_trace_v3
trace-v2-batch_summarization_offline_inference_control,batch_summarization_offline_inference_control,batch summarization/offline inference control,40,run_end,,,,,,,,,,,,,,,,,synthetic_v2,,synthetic_trace_v3,tenant_batch,,actor_batch,actor_batch,,not_required,false,,not_reuse_candidate,0,0.02,,,0.0,synthetic_trace_v3
trace-v2-rag,rag,RAG,0,run_start,,,,,,,,,,,,,,,,,synthetic_v2,,synthetic_trace_v3,tenant_rag,,actor_retriever,actor_retriever,,not_required,false,,not_reuse_candidate,0,0.03,,,0.0,synthetic_trace_v3
trace-v2-rag,rag,RAG,1,object_create,rag:weights:1,weights,906,HBM/GPU memory,,,,,,0.72,false,300,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_rag,9fa8776ffd099add,actor_retriever,baseline_runtime,,not_required,true,tenant_isolation,not_reuse_candidate,1,0.04,1.001,1.09712,0.0,synthetic_trace_v3
trace-v2-rag,rag,RAG,2,object_place,rag:weights:1,weights,900,HBM/GPU memory,,,,,,,false,,,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_rag,9fa8776ffd099add,actor_retriever,baseline_runtime,,not_required,true,tenant_isolation,not_reuse_candidate,1,0.05,2.001,2.097,0.0,synthetic_trace_v3
trace-v2-rag,rag,RAG,2,object_create,rag:prefix_cache:1,prefix cache,45,CPU DRAM,,,,,,0.72,false,13,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_rag,ac347130cf69eff1,actor_retriever,actor_retriever,,not_required,false,source_freshness; tenant_isolation; cache_salt_isolation,not_reuse_candidate,3,0.06,2.001,2.1159,0.0,synthetic_trace_v3
trace-v2-rag,rag,RAG,3,object_place,rag:prefix_cache:1,prefix cache,40,CPU DRAM,,,,,,,false,,,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_rag,ac347130cf69eff1,actor_retriever,actor_retriever,,not_required,false,source_freshness; tenant_isolation; cache_salt_isolation,not_reuse_candidate,3,0.0,3.001,3.1158,0.0,synthetic_trace_v3
trace-v2-rag,rag,RAG,3,object_create,rag:KV_cache:1,KV cache,29,HBM/GPU memory,,,,,,0.25,false,6,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_rag,3ab50a3fe80a5316,actor_retriever,baseline_runtime,,not_required,true,tenant_isolation; cache_salt_isolation,not_reuse_candidate,2,0.01,3.001,3.09758,0.0,synthetic_trace_v3
trace-v2-rag,rag,RAG,4,object_place,rag:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,,,false,,,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_rag,3ab50a3fe80a5316,actor_retriever,baseline_runtime,,not_required,true,tenant_isolation; cache_salt_isolation,not_reuse_candidate,2,0.02,4.001,4.0974,0.0,synthetic_trace_v3
trace-v2-rag,rag,RAG,8,object_create,rag:semantic_cache_entry:1,semantic cache entry,50,remote object store,,,,prov:corpus:v1,,0.72,true,15,45,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_rag,1c2e50956171a1c9,actor_retriever,actor_retriever,,not_required,true,provenance_presence; source_freshness; tenant_isolation; cache_salt_isolation,not_reuse_candidate,4,0.03,8.001,8.134,0.0,synthetic_trace_v3
trace-v2-rag,rag,RAG,8,object_access,rag:weights:1,weights,900,HBM/GPU memory,,,,,6,0.75,false,300,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_rag,9fa8776ffd099add,actor_retriever,baseline_runtime,,not_required,true,tenant_isolation,safe_reuse,1,0.04,8.001,8.097,3.18,synthetic_trace_v3
trace-v2-rag,rag,RAG,8,object_access,rag:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,4,0.75,false,6,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_rag,3ab50a3fe80a5316,actor_retriever,baseline_runtime,,not_required,true,tenant_isolation; cache_salt_isolation,overhead_dominated_reuse,2,0.05,8.001,8.0974,0.186667,synthetic_trace_v3
trace-v2-rag,rag,RAG,9,object_place,rag:semantic_cache_entry:1,semantic cache entry,45,remote object store,,,,prov:corpus:v1,,,true,,,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_rag,1c2e50956171a1c9,actor_retriever,actor_retriever,,not_required,true,provenance_presence; source_freshness; tenant_isolation; cache_salt_isolation,not_reuse_candidate,4,0.06,9.001,9.1339,0.0,synthetic_trace_v3
trace-v2-rag,rag,RAG,9,object_create,rag:retrieved_context:1,retrieved context,58,CPU DRAM,rag:semantic_cache_entry:1,,,prov:corpus:v1,,0.72,true,18,55,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_rag,861c93b4d92f3e81,actor_retriever,actor_retriever,,not_required,true,provenance_presence; source_freshness; pointer_recoverability,not_reuse_candidate,3,0.0,9.001,9.16616,0.0,synthetic_trace_v3
trace-v2-rag,rag,RAG,10,object_place,rag:retrieved_context:1,retrieved context,55,CPU DRAM,,,,prov:corpus:v1,,,true,,,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_rag,861c93b4d92f3e81,actor_retriever,actor_retriever,,not_required,true,provenance_presence; source_freshness; pointer_recoverability,not_reuse_candidate,3,0.01,10.001,10.1661,0.0,synthetic_trace_v3
trace-v2-rag,rag,RAG,12,semantic_cache_lookup,rag:semantic_cache_entry:1,semantic cache entry,45,remote object store,,,,prov:corpus:v1,4,0.81,true,30,90,,,,corpus:v1,none,synthetic_trace_v3,tenant_rag,1c2e50956171a1c9,actor_retriever,actor_retriever,,not_required,true,provenance_presence; source_freshness; tenant_isolation; cache_salt_isolation,not_reuse_candidate,4,0.02,12.001,12.1339,0.0,synthetic_trace_v3
trace-v2-rag,rag,RAG,13,object_access,rag:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_rag,9fa8776ffd099add,actor_retriever,baseline_runtime,,not_required,true,tenant_isolation,safe_reuse,1,0.03,13.001,13.097,3.15,synthetic_trace_v3
trace-v2-rag,rag,RAG,16,semantic_cache_insert,rag:semantic_cache_entry:1,semantic cache entry,45,remote object store,,,,prov:corpus:v1,,0.81,true,,,,,,corpus:v1,none,synthetic_trace_v3,tenant_rag,1c2e50956171a1c9,actor_retriever,actor_retriever,,not_required,true,provenance_presence; source_freshness; tenant_isolation; cache_salt_isolation,not_reuse_candidate,4,0.04,16.001,16.1339,0.0,synthetic_trace_v3
trace-v2-rag,rag,RAG,18,tool_call_start,,,,,,rag:tool-node:1,,,,,,,,,,,synthetic_v2,,synthetic_trace_v3,tenant_rag,,actor_retriever,actor_retriever,,not_required,false,,not_reuse_candidate,0,0.05,,,0.0,synthetic_trace_v3
trace-v2-rag,rag,RAG,18,object_access,rag:weights:1,weights,900,HBM/GPU memory,,,,,5,0.75,false,300,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_rag,9fa8776ffd099add,actor_retriever,baseline_runtime,,not_required,true,tenant_isolation,safe_reuse,1,0.06,18.001,18.097,3.15,synthetic_trace_v3
trace-v2-rag,rag,RAG,18,object_access,rag:prefix_cache:1,prefix cache,40,CPU DRAM,,,,,15,0.75,false,13,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_rag,ac347130cf69eff1,actor_retriever,actor_retriever,,not_required,false,source_freshness; tenant_isolation; cache_salt_isolation,safe_reuse,3,0.0,18.001,18.1158,5.444444,synthetic_trace_v3
trace-v2-rag,rag,RAG,18,object_access,rag:KV_cache:1,KV cache,20,HBM/GPU memory,,,,,10,0.75,false,6,0,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_rag,3ab50a3fe80a5316,actor_retriever,baseline_runtime,,not_required,true,tenant_isolation; cache_salt_isolation,safe_reuse,2,0.01,18.001,18.0974,0.366667,synthetic_trace_v3
trace-v2-rag,rag,RAG,18,object_access,rag:semantic_cache_entry:1,semantic cache entry,45,remote object store,,,,,9,0.75,true,15,45,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_rag,1c2e50956171a1c9,actor_retriever,actor_retriever,,not_required,false,provenance_presence; source_freshness; tenant_isolation; cache_salt_isolation,denied_reuse,4,0.02,18.001,18.1339,3.92,synthetic_trace_v3
trace-v2-rag,rag,RAG,18,object_access,rag:retrieved_context:1,retrieved context,55,CPU DRAM,,,,,8,0.75,true,18,55,0,,,synthetic_v2,none,synthetic_trace_v3,tenant_rag,861c93b4d92f3e81,actor_retriever,actor_retriever,,not_required,false,provenance_presence; source_freshness; pointer_recoverability,denied_reuse,3,0.03,18.001,18.1661,3.951111,synthetic_trace_v3
