theorem_path,scenario,kappa,epsilon,q_loss_power_b,current_q_loss_power,intermediate_alpha0,theorem_alpha,current_theorem_alpha,improvement_factor,dominant_remaining_axis,notes
theorem1_rigidity,fixed_q2_trace_loss,3,0.1,2,6,0.00952380952381,0.00634920634921,0.00472813238771,1.34285714286,smooth cutoff derivative budget and Weyl-edge 2/3 conversion,"Trace path uses alpha_R=(2/3)*min(alpha0,1/9); reducing q-loss helps until other axes dominate."
theorem1_rigidity,bounded_trace_loss,3,0.1,0,6,0.0114942528736,0.00766283524904,0.00472813238771,1.62068965517,smooth cutoff derivative budget and Weyl-edge 2/3 conversion,"Trace path uses alpha_R=(2/3)*min(alpha0,1/9); reducing q-loss helps until other axes dominate."
theorem2_delocalization,current_pretrace_markov,3,0.1,12,12,0.00367647058824,0.00183823529412,0.00183823529412,1,eighth-power cutoff derivative budget plus local mass to Linf conversion,Pre-trace path uses alpha=alpha0/2 with alpha0=1/(16*(b/2+11)).
theorem2_delocalization,half_pretrace_markov_power,3,0.1,6,12,0.00446428571429,0.00223214285714,0.00183823529412,1.21428571429,eighth-power cutoff derivative budget plus local mass to Linf conversion,Pre-trace path uses alpha=alpha0/2 with alpha0=1/(16*(b/2+11)).
theorem2_delocalization,fixed_q4_pretrace_loss,3,0.1,4,12,0.00480769230769,0.00240384615385,0.00183823529412,1.30769230769,eighth-power cutoff derivative budget plus local mass to Linf conversion,Pre-trace path uses alpha=alpha0/2 with alpha0=1/(16*(b/2+11)).
theorem2_delocalization,bounded_pretrace_loss,3,0.1,0,12,0.00568181818182,0.00284090909091,0.00183823529412,1.54545454545,eighth-power cutoff derivative budget plus local mass to Linf conversion,Pre-trace path uses alpha=alpha0/2 with alpha0=1/(16*(b/2+11)).
theorem1_rigidity,current_trace_markov,5,0.05,10,10,0.00305810397554,0.00203873598369,0.00203873598369,1,smooth cutoff derivative budget and Weyl-edge 2/3 conversion,"Trace path uses alpha_R=(2/3)*min(alpha0,1/9); reducing q-loss helps until other axes dominate."
theorem1_rigidity,half_trace_markov_power,5,0.05,5,10,0.0040899795501,0.0027266530334,0.00203873598369,1.33742331288,smooth cutoff derivative budget and Weyl-edge 2/3 conversion,"Trace path uses alpha_R=(2/3)*min(alpha0,1/9); reducing q-loss helps until other axes dominate."
theorem1_rigidity,fixed_q2_trace_loss,5,0.05,2,10,0.00512820512821,0.0034188034188,0.00203873598369,1.67692307692,smooth cutoff derivative budget and Weyl-edge 2/3 conversion,"Trace path uses alpha_R=(2/3)*min(alpha0,1/9); reducing q-loss helps until other axes dominate."
theorem1_rigidity,bounded_trace_loss,5,0.05,0,10,0.00617283950617,0.00411522633745,0.00203873598369,2.01851851852,smooth cutoff derivative budget and Weyl-edge 2/3 conversion,"Trace path uses alpha_R=(2/3)*min(alpha0,1/9); reducing q-loss helps until other axes dominate."
theorem2_delocalization,current_pretrace_markov,5,0.05,20,20,0.00297619047619,0.0014880952381,0.0014880952381,1,eighth-power cutoff derivative budget plus local mass to Linf conversion,Pre-trace path uses alpha=alpha0/2 with alpha0=1/(16*(b/2+11)).
theorem2_delocalization,half_pretrace_markov_power,5,0.05,10,20,0.00390625,0.001953125,0.0014880952381,1.3125,eighth-power cutoff derivative budget plus local mass to Linf conversion,Pre-trace path uses alpha=alpha0/2 with alpha0=1/(16*(b/2+11)).
theorem2_delocalization,fixed_q4_pretrace_loss,5,0.05,4,20,0.00480769230769,0.00240384615385,0.0014880952381,1.61538461538,eighth-power cutoff derivative budget plus local mass to Linf conversion,Pre-trace path uses alpha=alpha0/2 with alpha0=1/(16*(b/2+11)).
theorem2_delocalization,bounded_pretrace_loss,5,0.05,0,20,0.00568181818182,0.00284090909091,0.0014880952381,1.90909090909,eighth-power cutoff derivative budget plus local mass to Linf conversion,Pre-trace path uses alpha=alpha0/2 with alpha0=1/(16*(b/2+11)).
theorem1_rigidity,current_trace_markov,5,0.1,10,10,0.00564971751412,0.00376647834275,0.00376647834275,1,smooth cutoff derivative budget and Weyl-edge 2/3 conversion,"Trace path uses alpha_R=(2/3)*min(alpha0,1/9); reducing q-loss helps until other axes dominate."
theorem1_rigidity,half_trace_markov_power,5,0.1,5,10,0.00766283524904,0.00510855683269,0.00376647834275,1.35632183908,smooth cutoff derivative budget and Weyl-edge 2/3 conversion,"Trace path uses alpha_R=(2/3)*min(alpha0,1/9); reducing q-loss helps until other axes dominate."
theorem1_rigidity,fixed_q2_trace_loss,5,0.1,2,10,0.00952380952381,0.00634920634921,0.00376647834275,1.68571428571,smooth cutoff derivative budget and Weyl-edge 2/3 conversion,"Trace path uses alpha_R=(2/3)*min(alpha0,1/9); reducing q-loss helps until other axes dominate."
theorem1_rigidity,bounded_trace_loss,5,0.1,0,10,0.0114942528736,0.00766283524904,0.00376647834275,2.03448275862,smooth cutoff derivative budget and Weyl-edge 2/3 conversion,"Trace path uses alpha_R=(2/3)*min(alpha0,1/9); reducing q-loss helps until other axes dominate."
theorem2_delocalization,current_pretrace_markov,5,0.1,20,20,0.00297619047619,0.0014880952381,0.0014880952381,1,eighth-power cutoff derivative budget plus local mass to Linf conversion,Pre-trace path uses alpha=alpha0/2 with alpha0=1/(16*(b/2+11)).
theorem2_delocalization,half_pretrace_markov_power,5,0.1,10,20,0.00390625,0.001953125,0.0014880952381,1.3125,eighth-power cutoff derivative budget plus local mass to Linf conversion,Pre-trace path uses alpha=alpha0/2 with alpha0=1/(16*(b/2+11)).
theorem2_delocalization,fixed_q4_pretrace_loss,5,0.1,4,20,0.00480769230769,0.00240384615385,0.0014880952381,1.61538461538,eighth-power cutoff derivative budget plus local mass to Linf conversion,Pre-trace path uses alpha=alpha0/2 with alpha0=1/(16*(b/2+11)).
theorem2_delocalization,bounded_pretrace_loss,5,0.1,0,20,0.00568181818182,0.00284090909091,0.0014880952381,1.90909090909,eighth-power cutoff derivative budget plus local mass to Linf conversion,Pre-trace path uses alpha=alpha0/2 with alpha0=1/(16*(b/2+11)).
theorem1_rigidity,current_trace_markov,8,0.05,16,16,0.00234741784038,0.00156494522692,0.00156494522692,1,smooth cutoff derivative budget and Weyl-edge 2/3 conversion,"Trace path uses alpha_R=(2/3)*min(alpha0,1/9); reducing q-loss helps until other axes dominate."
theorem1_rigidity,half_trace_markov_power,8,0.05,8,16,0.00340136054422,0.00226757369615,0.00156494522692,1.44897959184,smooth cutoff derivative budget and Weyl-edge 2/3 conversion,"Trace path uses alpha_R=(2/3)*min(alpha0,1/9); reducing q-loss helps until other axes dominate."
theorem1_rigidity,fixed_q2_trace_loss,8,0.05,2,16,0.00512820512821,0.0034188034188,0.00156494522692,2.18461538462,smooth cutoff derivative budget and Weyl-edge 2/3 conversion,"Trace path uses alpha_R=(2/3)*min(alpha0,1/9); reducing q-loss helps until other axes dominate."
theorem1_rigidity,bounded_trace_loss,8,0.05,0,16,0.00617283950617,0.00411522633745,0.00156494522692,2.62962962963,smooth cutoff derivative budget and Weyl-edge 2/3 conversion,"Trace path uses alpha_R=(2/3)*min(alpha0,1/9); reducing q-loss helps until other axes dominate."
theorem2_delocalization,current_pretrace_markov,8,0.05,32,32,0.00231481481481,0.00115740740741,0.00115740740741,1,eighth-power cutoff derivative budget plus local mass to Linf conversion,Pre-trace path uses alpha=alpha0/2 with alpha0=1/(16*(b/2+11)).
theorem2_delocalization,half_pretrace_markov_power,8,0.05,16,32,0.00328947368421,0.00164473684211,0.00115740740741,1.42105263158,eighth-power cutoff derivative budget plus local mass to Linf conversion,Pre-trace path uses alpha=alpha0/2 with alpha0=1/(16*(b/2+11)).
theorem2_delocalization,fixed_q4_pretrace_loss,8,0.05,4,32,0.00480769230769,0.00240384615385,0.00115740740741,2.07692307692,eighth-power cutoff derivative budget plus local mass to Linf conversion,Pre-trace path uses alpha=alpha0/2 with alpha0=1/(16*(b/2+11)).
theorem2_delocalization,bounded_pretrace_loss,8,0.05,0,32,0.00568181818182,0.00284090909091,0.00115740740741,2.45454545455,eighth-power cutoff derivative budget plus local mass to Linf conversion,Pre-trace path uses alpha=alpha0/2 with alpha0=1/(16*(b/2+11)).
theorem1_rigidity,current_trace_markov,8,0.1,16,16,0.004329004329,0.002886002886,0.002886002886,1,smooth cutoff derivative budget and Weyl-edge 2/3 conversion,"Trace path uses alpha_R=(2/3)*min(alpha0,1/9); reducing q-loss helps until other axes dominate."
theorem1_rigidity,half_trace_markov_power,8,0.1,8,16,0.0062893081761,0.0041928721174,0.002886002886,1.45283018868,smooth cutoff derivative budget and Weyl-edge 2/3 conversion,"Trace path uses alpha_R=(2/3)*min(alpha0,1/9); reducing q-loss helps until other axes dominate."
theorem1_rigidity,fixed_q2_trace_loss,8,0.1,2,16,0.00952380952381,0.00634920634921,0.002886002886,2.2,smooth cutoff derivative budget and Weyl-edge 2/3 conversion,"Trace path uses alpha_R=(2/3)*min(alpha0,1/9); reducing q-loss helps until other axes dominate."
theorem1_rigidity,bounded_trace_loss,8,0.1,0,16,0.0114942528736,0.00766283524904,0.002886002886,2.65517241379,smooth cutoff derivative budget and Weyl-edge 2/3 conversion,"Trace path uses alpha_R=(2/3)*min(alpha0,1/9); reducing q-loss helps until other axes dominate."
theorem2_delocalization,current_pretrace_markov,8,0.1,32,32,0.00231481481481,0.00115740740741,0.00115740740741,1,eighth-power cutoff derivative budget plus local mass to Linf conversion,Pre-trace path uses alpha=alpha0/2 with alpha0=1/(16*(b/2+11)).
theorem2_delocalization,half_pretrace_markov_power,8,0.1,16,32,0.00328947368421,0.00164473684211,0.00115740740741,1.42105263158,eighth-power cutoff derivative budget plus local mass to Linf conversion,Pre-trace path uses alpha=alpha0/2 with alpha0=1/(16*(b/2+11)).
theorem2_delocalization,fixed_q4_pretrace_loss,8,0.1,4,32,0.00480769230769,0.00240384615385,0.00115740740741,2.07692307692,eighth-power cutoff derivative budget plus local mass to Linf conversion,Pre-trace path uses alpha=alpha0/2 with alpha0=1/(16*(b/2+11)).
theorem2_delocalization,bounded_pretrace_loss,8,0.1,0,32,0.00568181818182,0.00284090909091,0.00115740740741,2.45454545455,eighth-power cutoff derivative budget plus local mass to Linf conversion,Pre-trace path uses alpha=alpha0/2 with alpha0=1/(16*(b/2+11)).
