node_id	node_type	label	support_role	source_group	source_file	source_id	access_date	license	confidence	source_reliability	geographic_scope	uncertainty_class	temporal_annotation_json	raw_attrs_json	raw_caveats_json
extinct_fauna:LQE:Canis_dirus	extinct_fauna	Canis dirus (Dire wolf)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Canis_dirus	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	North America	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 13.0, ""last_appearance_kyr_min"": 9.4, ""primary_citation_code"": ""Perri2021"", ""primary_citation_doi"": ""https://doi.org/10.1038/s41586-020-03082-x""}"	"{""binomial"": ""Canis dirus"", ""body_mass_kg_approx"": 65, ""common_name"": ""Dire wolf"", ""continent_or_region"": ""North America""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""North America"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Glyptotherium_floridanum	extinct_fauna	Glyptotherium floridanum (Glyptodont (NA))	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Glyptotherium_floridanum	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	North America	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 13.0, ""last_appearance_kyr_min"": 9.0, ""primary_citation_code"": ""Carlini2008"", ""primary_citation_doi"": ""https://doi.org/10.1016/j.quaint.2007.05.009""}"	"{""binomial"": ""Glyptotherium floridanum"", ""body_mass_kg_approx"": 1000, ""common_name"": ""Glyptodont (NA)"", ""continent_or_region"": ""North America""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""North America"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Eremotherium_laurillardi	extinct_fauna	Eremotherium laurillardi (Giant ground sloth)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Eremotherium_laurillardi	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	North America	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 13.0, ""last_appearance_kyr_min"": 10.0, ""primary_citation_code"": ""Cartelle2009"", ""primary_citation_doi"": ""https://doi.org/10.1671/0272-4634(2006)26[541:ELL]2.0.CO;2""}"	"{""binomial"": ""Eremotherium laurillardi"", ""body_mass_kg_approx"": 4000, ""common_name"": ""Giant ground sloth"", ""continent_or_region"": ""North America""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""North America"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Megalonyx_jeffersonii	extinct_fauna	Megalonyx jeffersonii (Jefferson's ground sloth)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Megalonyx_jeffersonii	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	North America	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 13.0, ""last_appearance_kyr_min"": 11.0, ""primary_citation_code"": ""McDonald2005"", ""primary_citation_doi"": """"}"	"{""binomial"": ""Megalonyx jeffersonii"", ""body_mass_kg_approx"": 1000, ""common_name"": ""Jefferson's ground sloth"", ""continent_or_region"": ""North America""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""North America"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Nothrotheriops_shastensis	extinct_fauna	Nothrotheriops shastensis (Shasta ground sloth)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Nothrotheriops_shastensis	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	North America	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 13.0, ""last_appearance_kyr_min"": 11.0, ""primary_citation_code"": ""Hofreiter2003"", ""primary_citation_doi"": ""https://doi.org/10.1016/S0960-9822(03)00257-4""}"	"{""binomial"": ""Nothrotheriops shastensis"", ""body_mass_kg_approx"": 250, ""common_name"": ""Shasta ground sloth"", ""continent_or_region"": ""North America""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""North America"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Paramylodon_harlani	extinct_fauna	Paramylodon harlani (Harlan's ground sloth)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Paramylodon_harlani	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	North America	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 13.0, ""last_appearance_kyr_min"": 11.0, ""primary_citation_code"": ""McAfee2009"", ""primary_citation_doi"": """"}"	"{""binomial"": ""Paramylodon harlani"", ""body_mass_kg_approx"": 1100, ""common_name"": ""Harlan's ground sloth"", ""continent_or_region"": ""North America""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""North America"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Megatherium_americanum	extinct_fauna	Megatherium americanum (Giant ground sloth (SA))	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Megatherium_americanum	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	South America	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 12.0, ""last_appearance_kyr_min"": 8.0, ""primary_citation_code"": ""Vizcaino2006"", ""primary_citation_doi"": ""https://doi.org/10.1016/j.quascirev.2006.02.014""}"	"{""binomial"": ""Megatherium americanum"", ""body_mass_kg_approx"": 4000, ""common_name"": ""Giant ground sloth (SA)"", ""continent_or_region"": ""South America""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""South America"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Equus_scotti	extinct_fauna	Equus scotti (Scott's horse)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Equus_scotti	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	North America	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 13.0, ""last_appearance_kyr_min"": 11.0, ""primary_citation_code"": ""Barron-Ortiz2017"", ""primary_citation_doi"": ""https://doi.org/10.1371/journal.pone.0183045""}"	"{""binomial"": ""Equus scotti"", ""body_mass_kg_approx"": 380, ""common_name"": ""Scott's horse"", ""continent_or_region"": ""North America""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""North America"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Equus_occidentalis	extinct_fauna	Equus occidentalis (Western horse)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Equus_occidentalis	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	North America	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 13.0, ""last_appearance_kyr_min"": 11.0, ""primary_citation_code"": ""Scott2010"", ""primary_citation_doi"": ""https://doi.org/10.1130/2010.2466(13)""}"	"{""binomial"": ""Equus occidentalis"", ""body_mass_kg_approx"": 400, ""common_name"": ""Western horse"", ""continent_or_region"": ""North America""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""North America"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Equus_conversidens	extinct_fauna	Equus conversidens (Mexican horse)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Equus_conversidens	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	North America	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 13.0, ""last_appearance_kyr_min"": 11.0, ""primary_citation_code"": ""Barron-Ortiz2017"", ""primary_citation_doi"": ""https://doi.org/10.1371/journal.pone.0183045""}"	"{""binomial"": ""Equus conversidens"", ""body_mass_kg_approx"": 350, ""common_name"": ""Mexican horse"", ""continent_or_region"": ""North America""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""North America"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Hippidion_saldiasi	extinct_fauna	Hippidion saldiasi (Hippidion horse (SA))	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Hippidion_saldiasi	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	South America	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 11.5, ""last_appearance_kyr_min"": 9.5, ""primary_citation_code"": ""Prado2011"", ""primary_citation_doi"": ""https://doi.org/10.1016/j.quaint.2010.10.022""}"	"{""binomial"": ""Hippidion saldiasi"", ""body_mass_kg_approx"": 250, ""common_name"": ""Hippidion horse (SA)"", ""continent_or_region"": ""South America""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""South America"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Camelops_hesternus	extinct_fauna	Camelops hesternus (Western camel)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Camelops_hesternus	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	North America	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 13.0, ""last_appearance_kyr_min"": 11.0, ""primary_citation_code"": ""Scott2010"", ""primary_citation_doi"": ""https://doi.org/10.1130/2010.2466(13)""}"	"{""binomial"": ""Camelops hesternus"", ""body_mass_kg_approx"": 800, ""common_name"": ""Western camel"", ""continent_or_region"": ""North America""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""North America"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Hemiauchenia_macrocephala	extinct_fauna	Hemiauchenia macrocephala (Large-headed llama)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Hemiauchenia_macrocephala	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	North America	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 13.0, ""last_appearance_kyr_min"": 11.0, ""primary_citation_code"": ""McDonald2002"", ""primary_citation_doi"": """"}"	"{""binomial"": ""Hemiauchenia macrocephala"", ""body_mass_kg_approx"": 250, ""common_name"": ""Large-headed llama"", ""continent_or_region"": ""North America""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""North America"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Palaeolama_mirifica	extinct_fauna	Palaeolama mirifica (Stout-legged llama)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Palaeolama_mirifica	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	North America	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 13.0, ""last_appearance_kyr_min"": 11.0, ""primary_citation_code"": ""Webb1974"", ""primary_citation_doi"": """"}"	"{""binomial"": ""Palaeolama mirifica"", ""body_mass_kg_approx"": 270, ""common_name"": ""Stout-legged llama"", ""continent_or_region"": ""North America""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""North America"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Cervalces_scotti	extinct_fauna	Cervalces scotti (Stag-moose)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Cervalces_scotti	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	North America	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 13.0, ""last_appearance_kyr_min"": 11.0, ""primary_citation_code"": ""Scott2010"", ""primary_citation_doi"": ""https://doi.org/10.1130/2010.2466(13)""}"	"{""binomial"": ""Cervalces scotti"", ""body_mass_kg_approx"": 700, ""common_name"": ""Stag-moose"", ""continent_or_region"": ""North America""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""North America"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Bison_antiquus	extinct_fauna	Bison antiquus (Ancient bison)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Bison_antiquus	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	North America	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 13.0, ""last_appearance_kyr_min"": 10.0, ""primary_citation_code"": ""Shapiro2004"", ""primary_citation_doi"": ""https://doi.org/10.1126/science.1101074""}"	"{""binomial"": ""Bison antiquus"", ""body_mass_kg_approx"": 1500, ""common_name"": ""Ancient bison"", ""continent_or_region"": ""North America""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""North America"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
extinct_fauna:LQE:Bison_latifrons	extinct_fauna	Bison latifrons (Long-horned bison)	extinct_fauna	paleobotany_sources	substrate/staging/paleobotany_sources/lqe/extinct_fauna.jsonl	LQE:Bison_latifrons	2026-05-17	CC-BY-4.0 (compilation); primary citations as published	0.85	0.9	North America	stratigraphic-range	"{""interval_basis"": ""calibrated radiocarbon ages or biostratigraphic LAD per primary citation"", ""last_appearance_kyr_max"": 30.0, ""last_appearance_kyr_min"": 18.0, ""primary_citation_code"": ""Scott2010"", ""primary_citation_doi"": ""https://doi.org/10.1130/2010.2466(13)""}"	"{""binomial"": ""Bison latifrons"", ""body_mass_kg_approx"": 2000, ""common_name"": ""Long-horned bison"", ""continent_or_region"": ""North America""}"	"{""body_mass_estimate_basis"": ""published taxonomic mass estimate; not measured per specimen"", ""geographic_scope"": ""North America"", ""interpretation_caveat"": ""Last-appearance date is stratigraphic; absence of post-LAD finds does not prove extinction at LAD."", ""uncertainty_class"": ""stratigraphic-range""}"
