input_table	row_index	edge_type	raw_scientific_name	normalized_name_key	failure_reason	source_id
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	12	crop_pedigree	Fragaria x ananassa	fragaria x ananassa	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	13	crop_pedigree	Manihot esculenta	manihot esculenta	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	14	crop_pedigree	Solanum tuberosum	solanum tuberosum	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	15	crop_pedigree	Solanum lycopersicum	solanum lycopersicum	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	16	crop_pedigree	Capsicum annuum	capsicum annuum	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	17	crop_pedigree	Glycine max	glycine max	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	18	crop_pedigree	Phaseolus vulgaris	phaseolus vulgaris	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	19	crop_pedigree	Cicer arietinum	cicer arietinum	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	20	crop_pedigree	Lens culinaris	lens culinaris	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	21	crop_pedigree	Pisum sativum	pisum sativum	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	22	crop_pedigree	Hordeum vulgare	hordeum vulgare	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	23	crop_pedigree	Oryza sativa subsp. japonica	oryza sativa subsp. japonica	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	24	crop_pedigree	Oryza sativa subsp. indica	oryza sativa subsp. indica	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	25	crop_pedigree	Zea mays subsp. mays	zea mays subsp. mays	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	26	crop_pedigree	Sorghum bicolor	sorghum bicolor	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	27	crop_pedigree	Pennisetum glaucum (Cenchrus americanus)	pennisetum glaucum (cenchrus americanus)	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	28	crop_pedigree	Eleusine coracana	eleusine coracana	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	29	crop_pedigree	Digitaria exilis (fonio)	digitaria exilis (fonio)	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	30	crop_pedigree	Eragrostis tef	eragrostis tef	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	31	crop_pedigree	Vigna subterranea (bambara groundnut)	vigna subterranea (bambara groundnut)	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	32	crop_pedigree	Vitis vinifera subsp. vinifera	vitis vinifera subsp. vinifera	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	33	crop_pedigree	Olea europaea subsp. europaea var. europaea	olea europaea subsp. europaea var. europaea	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	34	crop_pedigree	Citrus x sinensis (sweet orange)	citrus x sinensis (sweet orange)	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	35	crop_pedigree	Citrus x limon (lemon)	citrus x limon (lemon)	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	36	crop_pedigree	Theobroma cacao	theobroma cacao	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	37	crop_pedigree	Saccharum officinarum	saccharum officinarum	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	38	crop_pedigree	Ipomoea batatas	ipomoea batatas	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	40	crop_pedigree	Secale cereale	secale cereale	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	41	crop_pedigree	Helianthus annuus	helianthus annuus	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/crop_pedigree.tsv	42	crop_pedigree	Beta vulgaris (sugar beet/chard/garden beet)	beta vulgaris (sugar beet/chard/garden beet)	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	0	vavilov_center_hyperedge	Triticum aestivum	triticum aestivum	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	1	vavilov_center_hyperedge	Triticum turgidum subsp. durum	triticum turgidum subsp. durum	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	2	vavilov_center_hyperedge	Malus domestica	malus domestica	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	3	vavilov_center_hyperedge	Musa x paradisiaca / Musa acuminata cultivar group	musa x paradisiaca / musa acuminata cultivar group	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	4	vavilov_center_hyperedge	Brassica napus	brassica napus	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	5	vavilov_center_hyperedge	Brassica juncea	brassica juncea	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	6	vavilov_center_hyperedge	Brassica carinata	brassica carinata	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	7	vavilov_center_hyperedge	Gossypium hirsutum	gossypium hirsutum	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	8	vavilov_center_hyperedge	Gossypium barbadense	gossypium barbadense	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	10	vavilov_center_hyperedge	Coffea arabica	coffea arabica	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	11	vavilov_center_hyperedge	Nicotiana tabacum	nicotiana tabacum	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	12	vavilov_center_hyperedge	Fragaria x ananassa	fragaria x ananassa	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	13	vavilov_center_hyperedge	Manihot esculenta	manihot esculenta	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	14	vavilov_center_hyperedge	Solanum tuberosum	solanum tuberosum	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	15	vavilov_center_hyperedge	Solanum lycopersicum	solanum lycopersicum	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	16	vavilov_center_hyperedge	Capsicum annuum	capsicum annuum	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	17	vavilov_center_hyperedge	Glycine max	glycine max	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	18	vavilov_center_hyperedge	Phaseolus vulgaris	phaseolus vulgaris	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	19	vavilov_center_hyperedge	Cicer arietinum	cicer arietinum	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	20	vavilov_center_hyperedge	Lens culinaris	lens culinaris	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	21	vavilov_center_hyperedge	Pisum sativum	pisum sativum	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	22	vavilov_center_hyperedge	Hordeum vulgare	hordeum vulgare	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	23	vavilov_center_hyperedge	Oryza sativa subsp. japonica	oryza sativa subsp. japonica	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	24	vavilov_center_hyperedge	Oryza sativa subsp. indica	oryza sativa subsp. indica	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	25	vavilov_center_hyperedge	Zea mays subsp. mays	zea mays subsp. mays	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	26	vavilov_center_hyperedge	Sorghum bicolor	sorghum bicolor	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	27	vavilov_center_hyperedge	Pennisetum glaucum (Cenchrus americanus)	pennisetum glaucum (cenchrus americanus)	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	28	vavilov_center_hyperedge	Eleusine coracana	eleusine coracana	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	29	vavilov_center_hyperedge	Digitaria exilis (fonio)	digitaria exilis (fonio)	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	30	vavilov_center_hyperedge	Eragrostis tef	eragrostis tef	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	31	vavilov_center_hyperedge	Vigna subterranea (bambara groundnut)	vigna subterranea (bambara groundnut)	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	32	vavilov_center_hyperedge	Vitis vinifera subsp. vinifera	vitis vinifera subsp. vinifera	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	33	vavilov_center_hyperedge	Olea europaea subsp. europaea var. europaea	olea europaea subsp. europaea var. europaea	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	34	vavilov_center_hyperedge	Citrus x sinensis (sweet orange)	citrus x sinensis (sweet orange)	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	35	vavilov_center_hyperedge	Citrus x limon (lemon)	citrus x limon (lemon)	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	36	vavilov_center_hyperedge	Theobroma cacao	theobroma cacao	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	37	vavilov_center_hyperedge	Saccharum officinarum	saccharum officinarum	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	38	vavilov_center_hyperedge	Ipomoea batatas	ipomoea batatas	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	40	vavilov_center_hyperedge	Secale cereale	secale cereale	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	41	vavilov_center_hyperedge	Helianthus annuus	helianthus annuus	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/vavilov_center_hyperedge.tsv	42	vavilov_center_hyperedge	Beta vulgaris (sugar beet/chard/garden beet)	beta vulgaris (sugar beet/chard/garden beet)	no Barrier 1 accepted key for focal taxon	vincent_2013_cwr
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	0	cultivation_or_domestication	Triticum aestivum	triticum aestivum	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	1	cultivation_or_domestication	Triticum turgidum subsp. durum	triticum turgidum subsp. durum	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	2	cultivation_or_domestication	Malus domestica	malus domestica	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	3	cultivation_or_domestication	Musa x paradisiaca / Musa acuminata cultivar group	musa x paradisiaca / musa acuminata cultivar group	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	4	cultivation_or_domestication	Brassica napus	brassica napus	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	5	cultivation_or_domestication	Brassica juncea	brassica juncea	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	6	cultivation_or_domestication	Brassica carinata	brassica carinata	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	7	cultivation_or_domestication	Gossypium hirsutum	gossypium hirsutum	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	8	cultivation_or_domestication	Gossypium barbadense	gossypium barbadense	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	10	cultivation_or_domestication	Coffea arabica	coffea arabica	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	11	cultivation_or_domestication	Nicotiana tabacum	nicotiana tabacum	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	12	cultivation_or_domestication	Fragaria x ananassa	fragaria x ananassa	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	13	cultivation_or_domestication	Manihot esculenta	manihot esculenta	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	14	cultivation_or_domestication	Solanum tuberosum	solanum tuberosum	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	15	cultivation_or_domestication	Solanum lycopersicum	solanum lycopersicum	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	16	cultivation_or_domestication	Capsicum annuum	capsicum annuum	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	17	cultivation_or_domestication	Glycine max	glycine max	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	18	cultivation_or_domestication	Phaseolus vulgaris	phaseolus vulgaris	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	19	cultivation_or_domestication	Cicer arietinum	cicer arietinum	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	20	cultivation_or_domestication	Lens culinaris	lens culinaris	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	21	cultivation_or_domestication	Pisum sativum	pisum sativum	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	22	cultivation_or_domestication	Hordeum vulgare	hordeum vulgare	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	23	cultivation_or_domestication	Oryza sativa subsp. japonica	oryza sativa subsp. japonica	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	24	cultivation_or_domestication	Oryza sativa subsp. indica	oryza sativa subsp. indica	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	25	cultivation_or_domestication	Zea mays subsp. mays	zea mays subsp. mays	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	26	cultivation_or_domestication	Sorghum bicolor	sorghum bicolor	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	27	cultivation_or_domestication	Pennisetum glaucum (Cenchrus americanus)	pennisetum glaucum (cenchrus americanus)	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	28	cultivation_or_domestication	Eleusine coracana	eleusine coracana	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	29	cultivation_or_domestication	Digitaria exilis (fonio)	digitaria exilis (fonio)	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	30	cultivation_or_domestication	Eragrostis tef	eragrostis tef	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	31	cultivation_or_domestication	Vigna subterranea (bambara groundnut)	vigna subterranea (bambara groundnut)	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	32	cultivation_or_domestication	Vitis vinifera subsp. vinifera	vitis vinifera subsp. vinifera	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	33	cultivation_or_domestication	Olea europaea subsp. europaea var. europaea	olea europaea subsp. europaea var. europaea	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	34	cultivation_or_domestication	Citrus x sinensis (sweet orange)	citrus x sinensis (sweet orange)	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	35	cultivation_or_domestication	Citrus x limon (lemon)	citrus x limon (lemon)	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	36	cultivation_or_domestication	Theobroma cacao	theobroma cacao	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	37	cultivation_or_domestication	Saccharum officinarum	saccharum officinarum	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	38	cultivation_or_domestication	Ipomoea batatas	ipomoea batatas	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	40	cultivation_or_domestication	Secale cereale	secale cereale	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	41	cultivation_or_domestication	Helianthus annuus	helianthus annuus	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	42	cultivation_or_domestication	Beta vulgaris (sugar beet/chard/garden beet)	beta vulgaris (sugar beet/chard/garden beet)	no Barrier 1 accepted key for focal taxon	curated_breeder_pedigree_literature
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	43	cultivation_or_domestication	Hordeum vulgare landrace 'Bere' (Scottish/Faroese)	hordeum vulgare landrace 'bere' (scottish/faroese)	no Barrier 1 accepted key for focal taxon	usda_grin
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	44	cultivation_or_domestication	Hordeum vulgare landrace 'Tibetan hulless barley'	hordeum vulgare landrace 'tibetan hulless barley'	no Barrier 1 accepted key for focal taxon	genesys
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	45	cultivation_or_domestication	Triticum aestivum landrace 'Khorasan'	triticum aestivum landrace 'khorasan'	no Barrier 1 accepted key for focal taxon	fao_wiews
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	46	cultivation_or_domestication	Triticum turgidum subsp. durum landrace 'Senatore Cappelli'	triticum turgidum subsp. durum landrace 'senatore cappelli'	no Barrier 1 accepted key for focal taxon	fao_wiews
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	47	cultivation_or_domestication	Oryza sativa landrace 'Basmati'	oryza sativa landrace 'basmati'	no Barrier 1 accepted key for focal taxon	genesys
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	48	cultivation_or_domestication	Oryza sativa landrace 'Carolina Gold'	oryza sativa landrace 'carolina gold'	no Barrier 1 accepted key for focal taxon	usda_grin
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	49	cultivation_or_domestication	Oryza sativa landrace 'Bario' (Sarawak)	oryza sativa landrace 'bario' (sarawak)	no Barrier 1 accepted key for focal taxon	fao_wiews
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	50	cultivation_or_domestication	Zea mays landrace 'Conico' (Mexico)	zea mays landrace 'conico' (mexico)	no Barrier 1 accepted key for focal taxon	genesys
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	51	cultivation_or_domestication	Zea mays landrace 'Chapalote' (Mexico)	zea mays landrace 'chapalote' (mexico)	no Barrier 1 accepted key for focal taxon	usda_grin
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	52	cultivation_or_domestication	Zea mays landrace 'Cuzco' (Peru)	zea mays landrace 'cuzco' (peru)	no Barrier 1 accepted key for focal taxon	genesys
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	53	cultivation_or_domestication	Solanum tuberosum landrace Andean group 'Phureja'	solanum tuberosum landrace andean group 'phureja'	no Barrier 1 accepted key for focal taxon	genesys
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	54	cultivation_or_domestication	Solanum tuberosum landrace 'Stenotomum'	solanum tuberosum landrace 'stenotomum'	no Barrier 1 accepted key for focal taxon	genesys
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	55	cultivation_or_domestication	Solanum tuberosum landrace 'Andigena'	solanum tuberosum landrace 'andigena'	no Barrier 1 accepted key for focal taxon	genesys
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	56	cultivation_or_domestication	Phaseolus vulgaris landrace 'Anasazi'	phaseolus vulgaris landrace 'anasazi'	no Barrier 1 accepted key for focal taxon	usda_grin
substrate/staging/domestication_sources/edges/cultivation_or_domestication.tsv	57	cultivation_or_domestication	Phaseolus vulgaris landrace 'Negro Jamapa'	phaseolus vulgaris landrace 'negro jamapa'	no Barrier 1 accepted key for focal taxon	genesys
